ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City
502,Eau de Parfum,Perfume and cologne,204.83,2.1,4873,97,0.24,207,2024-06-10,Austin
503,Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.3,218,2024-01-07,Raleigh
504,Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,2023-07-26,Denton
505,Eau de Toilette,Perfume and cologne,324.4,3.8,1742,282,0.34,480,2023-06-26,Tulsa
506,Perfume Oil,Perfume and cologne,295.94,3.1,2555,257,0.43,1088,2024-03-21,San Jose
507,Eau de Toilette,Perfume and cologne,230.05,3.4,4757,946,0.44,890,2023-10-08,Phoenix
508,Eau de Toilette,Perfume and cologne,316.35,2.5,283,448,0.01,1091,2024-06-05,Mesa
509,Eau de Parfum,Perfume and cologne,275.58,4.8,3491,72,0.42,617,2023-08-29,St. Louis
510,Eau de Toilette,Perfume and cologne,488.73,1.4,369,794,0.22,1442,2023-10-12,San Diego
511,Body Spray,Perfume and cologne,51.31,4.2,4462,270,0.41,378,2024-03-31,New York
512,Body Spray,Perfume and cologne,14.44,3.4,3856,42,0.32,169,2023-11-13,Des Moines
513,Eau de Parfum,Perfume and cologne,54.78,1.8,150,110,0.37,1070,2024-04-10,Knoxville
514,Eau de Parfum,Perfume and cologne,115.06,2.1,4897,295,0.18,945,2023-07-30,Virginia Beach
515,Eau de Toilette,Perfume and cologne,302.58,3.4,1629,303,0.17,1361,2024-05-05,Dayton
516,Body Spray,Perfume and cologne,413.26,4.7,3757,386,0.31,832,2024-03-13,Grand Rapids
517,Eau de Toilette,Perfume and cologne,152.83,4.1,2556,389,0.4,294,2023-09-02,Seattle
518,Eau de Parfum,Perfume and cologne,448.72,3.7,4663,186,0.23,444,2024-04-15,Bronx
519,Body Spray,Perfume and cologne,322.6,4.3,679,419,0.27,1642,2024-05-06,Memphis
520,Body Spray,Perfume and cologne,41.36,4.3,2559,138,0.3,1228,2023-09-26,Charlotte
521,White Wine,Wine,256.29,1.2,4917,87,0.46,1230,2024-02-04,Cape Coral
522,Rose Wine,Wine,359.35,1.0,120,384,0.46,1364,2024-01-31,Columbia
523,Red Wine,Wine,100.97,3.7,2668,302,0.34,802,2024-04-04,Louisville
524,Red Wine,Wine,161.81,2.0,2359,745,0.27,276,2024-04-12,Minneapolis
525,Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,2024-02-23,Charleston
526,White Wine,Wine,193.02,2.1,2895,96,0.16,828,2024-01-27,Charleston
527,White Wine,Wine,281.15,3.0,661,424,0.43,1449,2024-03-17,Queens
528,Red Wine,Wine,178.94,2.8,2942,725,0.15,1262,2023-12-30,Reno
529,Rose Wine,Wine,97.83,3.8,4590,623,0.06,1424,2023-10-09,Columbia
530,Sparkling Wine,Wine,432.86,3.1,3089,605,0.08,288,2023-11-16,Omaha
531,White Wine,Wine,91.22,4.6,4729,649,0.32,114,2024-01-02,Little Rock
532,Red Wine,Wine,113.83,2.2,2294,558,0.2,146,2024-02-15,Kansas City
533,Rose Wine,Wine,377.2,3.3,2410,508,0.21,1312,2024-05-24,Tucson
534,Rose Wine,Wine,351.25,3.8,448,924,0.25,1522,2024-01-23,Portland
535,White Wine,Wine,291.95,1.1,238,204,0.35,244,2023-07-28,Denton
536,Red Wine,Wine,175.23,1.6,4166,268,0.2,304,2024-06-05,Provo
537,White Wine,Wine,258.82,2.7,1776,573,0.4,1560,2023-10-05,Concord
538,Red Wine,Wine,209.98,4.5,2463,793,0.13,24,2023-08-07,Colorado Springs
539,Sparkling Wine,Wine,351.66,4.0,504,597,0.42,498,2023-06-14,Spokane
540,Rose Wine,Wine,149.9,3.1,3484,338,0.41,1960,2023-09-15,Bonita Springs
541,Rose Wine,Wine,16.55,2.6,2104,231,0.01,383,2024-04-25,Pittsburgh
542,White Wine,Wine,42.82,4.5,2763,750,0.27,291,2023-07-13,Little Rock
543,Sparkling Wine,Wine,277.34,4.9,4177,833,0.26,334,2024-05-23,Milwaukee
544,Sparkling Wine,Wine,471.85,1.2,2370,850,0.04,205,2023-07-28,Rochester
545,Sparkling Wine,Wine,43.67,2.5,2890,121,0.17,95,2023-07-01,Tucson
546,White Wine,Wine,116.66,3.6,670,123,0.05,1527,2023-11-18,Pittsburgh
547,Sparkling Wine,Wine,42.57,4.1,249,313,0.39,1452,2023-07-30,Chicago
548,Rose Wine,Wine,341.96,4.0,3426,484,0.1,43,2024-05-14,Sacramento
549,Rose Wine,Wine,93.24,1.8,219,901,0.37,400,2023-11-10,Bonita Springs
550,Rose Wine,Wine,302.61,3.6,803,489,0.29,1493,2024-04-11,Charleston
551,White Wine,Wine,160.38,2.7,53,527,0.1,1082,2023-08-04,Oklahoma City
552,Sparkling Wine,Wine,303.89,4.4,2781,715,0.36,394,2023-11-18,Port St. Lucie
553,Sparkling Wine,Wine,47.72,3.8,370,857,0.23,1341,2023-11-01,Bakersfield
554,Red Wine,Wine,143.25,3.8,4334,194,0.47,1245,2024-04-12,Bronx
555,Red Wine,Wine,269.07,4.3,3988,377,0.14,922,2023-06-22,Ogden
556,Rose Wine,Wine,139.67,3.6,974,206,0.39,1814,2023-07-22,Oklahoma City
557,Sparkling Wine,Wine,53.31,3.8,203,160,0.22,768,2023-12-30,Cincinnati
558,Rose Wine,Wine,139.36,2.7,607,674,0.41,827,2024-02-13,Concord
559,White Wine,Wine,336.76,2.3,2103,365,0.44,1767,2023-10-01,Omaha
560,Red Wine,Wine,223.85,3.7,2378,992,0.29,1791,2024-05-05,Detroit
561,Knee-High Socks,Socks,415.06,4.6,956,798,0.4,572,2023-07-01,Oakland
562,Ankle Socks,Socks,289.87,2.2,2828,880,0.48,458,2023-12-08,Tulsa
563,Wool Socks,Socks,394.03,3.3,4603,303,0.16,597,2023-12-29,Salt Lake City
564,Ankle Socks,Socks,384.53,3.5,991,355,0.02,206,2023-09-30,Jacksonville
565,Ankle Socks,Socks,12.62,4.8,4804,852,0.2,338,2024-05-18,Fresno
566,Knee-High Socks,Socks,495.43,4.0,2730,449,0.35,938,2024-01-11,Mesa
567,Knee-High Socks,Socks,289.05,4.5,650,621,0.19,539,2023-11-28,Buffalo
568,Ankle Socks,Socks,113.7,5.0,2827,561,0.32,1136,2023-12-25,Pittsburgh
569,Knee-High Socks,Socks,470.57,3.0,4383,906,0.42,1178,2024-04-18,Colorado Springs
570,Cotton Socks,Socks,192.83,4.8,2324,939,0.25,1448,2024-04-14,New Haven
571,Ankle Socks,Socks,487.38,1.3,917,850,0.37,838,2023-09-26,Reno
572,Wool Socks,Socks,97.88,3.8,1749,753,0.33,92,2024-01-22,Las Vegas
573,Cotton Socks,Socks,19.38,4.1,374,58,0.35,779,2023-08-21,St. Louis
574,Cotton Socks,Socks,345.99,4.6,3255,89,0.2,972,2023-07-26,Spokane
575,Wool Socks,Socks,418.56,3.6,1610,967,0.05,1834,2024-01-14,Louisville
576,Knee-High Socks,Socks,25.55,2.7,4735,339,0.44,1167,2023-07-30,Indianapolis
577,Ankle Socks,Socks,113.5,4.5,1262,951,0.1,1204,2023-11-10,Boise
578,Knee-High Socks,Socks,443.45,1.5,4274,211,0.11,464,2023-10-17,Rochester
579,Ankle Socks,Socks,486.96,2.9,2654,884,0.03,275,2023-10-25,New Haven
580,Wool Socks,Socks,487.92,4.3,3135,809,0.47,1938,2024-06-01,Atlanta
581,Cotton Socks,Socks,44.81,1.8,762,275,0.03,727,2024-04-21,Spokane
582,Ankle Socks,Socks,82.17,4.9,2040,807,0.06,235,2024-04-17,Minneapolis
583,Ankle Socks,Socks,401.16,2.3,903,92,0.12,1083,2024-01-26,Charleston
584,Ankle Socks,Socks,189.14,2.4,1036,991,0.49,1817,2024-03-18,San Jose
585,Knee-High Socks,Socks,81.99,2.4,2430,855,0.08,1494,2023-09-08,Allentown
586,Cotton Socks,Socks,416.36,3.8,3373,95,0.08,191,2023-09-20,Worcester
587,Knee-High Socks,Socks,158.78,2.2,3183,827,0.24,1168,2024-04-08,El Paso
588,Ankle Socks,Socks,492.27,2.6,2153,180,0.21,776,2023-09-08,Mesa
589,Wool Socks,Socks,180.06,3.2,2153,270,0.02,1526,2023-12-28,Mission Viejo
590,Wool Socks,Socks,494.83,4.6,3802,980,0.24,1743,2023-11-24,Madison
591,Ankle Socks,Socks,284.19,3.7,226,47,0.2,1462,2023-08-22,Cleveland
592,Knee-High Socks,Socks,213.91,3.1,2535,908,0.44,1252,2024-03-27,Memphis
593,Wool Socks,Socks,261.32,4.5,4405,131,0.49,1095,2023-09-05,Tampa
594,Wool Socks,Socks,334.22,1.6,1445,119,0.09,1757,2024-02-02,Buffalo
595,Wool Socks,Socks,209.21,4.6,2294,71,0.19,5,2023-11-19,Omaha
596,Knee-High Socks,Socks,400.89,2.5,698,75,0.28,1822,2023-06-29,Queens
597,Ankle Socks,Socks,175.45,5.0,2334,765,0.26,1619,2024-05-30,Tucson
598,Wool Socks,Socks,436.63,4.2,275,499,0.38,1973,2023-09-13,Mission Viejo
599,Knee-High Socks,Socks,248.2,4.7,4204,278,0.15,1799,2023-08-02,Atlanta
600,Cotton Socks,Socks,395.05,3.4,1520,155,0.38,1295,2024-06-10,Worcester
601,Silk Sheets,Bedsheets,220.69,3.4,870,12,0.38,1756,2023-10-18,Buffalo
602,Silk Sheets,Bedsheets,243.09,3.7,1647,566,0.32,1490,2024-02-17,Omaha
603,Linen Sheets,Bedsheets,456.2,3.0,4660,470,0.31,925,2023-08-04,Los Angeles
604,Bamboo Sheets,Bedsheets,464.91,5.0,1067,738,0.38,1743,2023-09-21,Oklahoma City
605,Bamboo Sheets,Bedsheets,34.31,3.9,2951,71,0.46,1291,2023-07-27,San Antonio
606,Linen Sheets,Bedsheets,402.71,2.6,4234,614,0.06,272,2023-11-04,Cincinnati
607,Cotton Sheets,Bedsheets,287.23,4.7,4485,341,0.03,1956,2023-12-03,Cleveland
608,Linen Sheets,Bedsheets,267.12,4.1,4322,370,0.17,816,2024-01-15,Bronx
609,Linen Sheets,Bedsheets,153.95,1.2,870,667,0.3,1029,2024-01-17,Madison
610,Bamboo Sheets,Bedsheets,165.6,4.4,3190,292,0.44,1603,2023-11-11,Bonita Springs
611,Silk Sheets,Bedsheets,457.34,2.4,307,569,0.36,1128,2023-10-28,Tampa
612,Linen Sheets,Bedsheets,223.47,4.2,1378,749,0.04,795,2023-11-15,Long Beach
613,Bamboo Sheets,Bedsheets,418.94,4.7,4567,719,0.23,1957,2024-01-27,New York
614,Linen Sheets,Bedsheets,89.77,3.4,1398,653,0.22,1534,2023-08-27,Cape Coral
615,Linen Sheets,Bedsheets,130.86,2.9,3049,72,0.38,1983,2023-06-18,Baltimore
616,Silk Sheets,Bedsheets,96.82,2.2,1977,282,0.03,270,2024-01-01,Austin
617,Bamboo Sheets,Bedsheets,433.83,2.0,2398,433,0.45,1494,2024-02-01,Cape Coral
618,Linen Sheets,Bedsheets,156.44,1.4,1269,600,0.36,1922,2024-01-15,Orlando
619,Cotton Sheets,Bedsheets,432.94,4.3,2044,480,0.06,1788,2024-01-21,Spokane
620,Silk Sheets,Bedsheets,156.97,3.4,1325,24,0.08,888,2024-04-03,Milwaukee
621,Cotton Sheets,Bedsheets,32.17,1.9,470,963,0.29,660,2023-10-29,Toledo
622,Silk Sheets,Bedsheets,266.34,3.8,3623,241,0.28,1203,2023-11-25,Brooklyn
623,Linen Sheets,Bedsheets,134.43,4.1,3308,692,0.23,55,2023-10-19,Hartford
624,Silk Sheets,Bedsheets,115.2,1.3,2799,513,0.37,1723,2023-08-10,Chicago
625,Silk Sheets,Bedsheets,433.1,1.9,4006,601,0.39,1991,2023-11-05,Nashville
626,Silk Sheets,Bedsheets,398.85,1.1,1719,494,0.07,542,2024-04-21,Indianapolis
627,Cotton Sheets,Bedsheets,349.09,2.8,4647,612,0.31,1856,2023-10-07,Austin
628,Linen Sheets,Bedsheets,347.49,4.6,1232,21,0.24,1231,2024-06-04,Grand Rapids
629,Silk Sheets,Bedsheets,404.8,2.3,2649,652,0.04,848,2024-03-26,Port St. Lucie
630,Cotton Sheets,Bedsheets,422.05,1.9,1262,71,0.4,1845,2023-09-03,Baton Rouge
631,Cotton Sheets,Bedsheets,234.97,2.2,2722,59,0.06,981,2024-04-15,McAllen
632,Cotton Sheets,Bedsheets,216.17,3.4,3076,985,0.2,709,2024-04-14,Austin
633,Bamboo Sheets,Bedsheets,313.43,2.3,4621,461,0.03,383,2024-04-29,Minneapolis
634,Linen Sheets,Bedsheets,261.03,4.1,1003,418,0.04,1938,2024-03-04,Boston
635,Linen Sheets,Bedsheets,207.57,4.3,1895,919,0.31,144,2023-07-21,Dallas
636,Linen Sheets,Bedsheets,481.51,2.8,3212,965,0.34,397,2023-10-17,Madison
637,Silk Sheets,Bedsheets,99.07,1.6,4827,911,0.02,428,2023-07-02,Columbia
638,Bamboo Sheets,Bedsheets,263.96,3.8,4866,757,0.16,1806,2023-12-24,New Orleans
639,Linen Sheets,Bedsheets,479.48,1.9,3847,582,0.47,370,2024-03-01,Wichita
640,Silk Sheets,Bedsheets,165.13,2.1,2845,457,0.16,881,2023-11-28,Colorado Springs
641,Framed Poster,Posters and artwork,219.94,3.9,4266,381,0.07,452,2023-06-28,Kansas City
642,Canvas Print,Posters and artwork,472.16,1.9,3075,92,0.46,287,2024-02-27,Orlando
643,Canvas Print,Posters and artwork,132.26,3.2,4552,740,0.45,1029,2024-02-21,Albany
644,Art Print,Posters and artwork,29.24,2.1,3722,810,0.49,1411,2023-07-11,Oakland
645,Framed Poster,Posters and artwork,113.33,4.4,2501,290,0.47,149,2023-10-09,Concord
646,Digital Art,Posters and artwork,232.66,4.1,2123,598,0.23,1553,2024-02-20,Allentown
647,Digital Art,Posters and artwork,469.88,1.7,1106,124,0.11,1070,2023-09-30,Bronx
648,Digital Art,Posters and artwork,214.42,1.6,2415,494,0.38,717,2023-08-03,Virginia Beach
649,Canvas Print,Posters and artwork,59.12,1.1,1357,354,0.3,1761,2023-09-20,San Francisco
650,Digital Art,Posters and artwork,125.15,4.3,4780,902,0.07,1471,2024-04-09,Port St. Lucie
651,Canvas Print,Posters and artwork,463.97,2.7,3066,330,0.21,1778,2024-05-25,Jacksonville
652,Digital Art,Posters and artwork,24.04,3.3,4586,430,0.12,297,2024-03-28,Jacksonville
653,Art Print,Posters and artwork,204.87,4.9,4922,922,0.35,71,2023-09-23,Baton Rouge
654,Digital Art,Posters and artwork,193.61,3.2,4987,11,0.21,1578,2024-05-26,Baltimore
655,Digital Art,Posters and artwork,119.92,1.9,3028,519,0.47,719,2023-08-25,Palm Bay
656,Art Print,Posters and artwork,34.77,3.5,925,662,0.11,969,2024-04-02,New Haven
657,Framed Poster,Posters and artwork,436.61,4.0,4290,910,0.2,1965,2023-09-11,Provo
658,Framed Poster,Posters and artwork,290.28,4.2,2074,310,0.08,1683,2023-09-05,Palm Bay
659,Canvas Print,Posters and artwork,179.81,2.6,4319,783,0.09,949,2023-06-22,Washington
660,Canvas Print,Posters and artwork,202.04,3.8,3498,829,0.49,1891,2024-05-21,Denton
661,Art Print,Posters and artwork,448.89,2.2,3406,440,0.07,1311,2024-04-23,Dallas
662,Canvas Print,Posters and artwork,32.19,3.6,3748,277,0.34,988,2023-08-17,Charleston
663,Canvas Print,Posters and artwork,24.71,2.8,2182,579,0.49,477,2024-01-05,San Jose
664,Art Print,Posters and artwork,383.22,3.0,2462,338,0.49,287,2023-07-26,Concord
665,Digital Art,Posters and artwork,211.48,2.7,2363,983,0.28,143,2024-05-27,Fort Worth
666,Canvas Print,Posters and artwork,21.53,2.7,2176,906,0.28,3,2023-07-21,Houston
667,Canvas Print,Posters and artwork,266.56,2.0,3792,224,0.25,991,2023-07-27,New York
668,Digital Art,Posters and artwork,113.06,4.1,1131,530,0.06,1319,2023-08-11,Akron
669,Digital Art,Posters and artwork,482.27,1.5,194,489,0.44,181,2023-08-12,Grand Rapids
670,Art Print,Posters and artwork,12.65,1.0,3867,792,0.01,777,2023-08-19,Sacramento
671,Art Print,Posters and artwork,168.67,3.6,1397,553,0.13,1269,2023-11-17,Detroit
672,Framed Poster,Posters and artwork,306.94,4.4,2410,282,0.37,161,2024-01-04,Portland
673,Canvas Print,Posters and artwork,301.13,2.6,4683,857,0.01,1887,2023-10-30,Queens
674,Art Print,Posters and artwork,23.65,3.5,4416,434,0.27,1431,2024-01-05,Pittsburgh
675,Framed Poster,Posters and artwork,483.0,1.2,2660,155,0.08,870,2023-09-06,New Orleans
676,Framed Poster,Posters and artwork,44.0,1.4,1751,909,0.4,313,2023-07-16,Rochester
677,Canvas Print,Posters and artwork,80.21,3.9,2686,847,0.5,439,2023-11-08,Atlanta
678,Art Print,Posters and artwork,341.42,3.7,194,662,0.0,122,2023-12-08,San Juan
679,Framed Poster,Posters and artwork,334.3,3.5,3814,990,0.02,395,2023-07-11,San Jose
680,Framed Poster,Posters and artwork,420.26,1.5,3629,799,0.41,1424,2023-12-26,Mesa
681,Soy Candle,Candles,460.01,3.6,2156,794,0.2,615,2023-09-30,Washington
682,Beeswax Candle,Candles,156.4,4.6,1268,286,0.16,475,2024-03-21,Bonita Springs
683,Soy Candle,Candles,16.32,3.2,935,908,0.48,290,2024-01-31,Bonita Springs
684,Scented Candle,Candles,281.02,4.2,3861,961,0.3,507,2023-11-06,Albuquerque
685,Scented Candle,Candles,201.05,2.9,4703,586,0.41,565,2023-07-04,Minneapolis
686,Beeswax Candle,Candles,270.62,4.5,3603,557,0.23,1918,2024-04-15,San Jose
687,Scented Candle,Candles,159.81,2.6,3996,851,0.34,28,2024-02-21,Baton Rouge
688,Beeswax Candle,Candles,188.69,4.0,2756,474,0.06,211,2024-02-24,Reno
689,Pillar Candle,Candles,379.2,4.5,4085,786,0.37,684,2023-12-24,Mission Viejo
690,Scented Candle,Candles,340.11,4.1,1499,51,0.25,876,2023-07-06,Worcester
691,Beeswax Candle,Candles,106.16,1.5,857,751,0.14,1942,2023-08-18,Indianapolis
692,Scented Candle,Candles,275.27,1.3,4306,751,0.05,779,2023-11-18,Birmingham
693,Beeswax Candle,Candles,42.68,1.2,4506,522,0.02,426,2023-09-11,Seattle
694,Pillar Candle,Candles,205.59,3.4,1243,576,0.49,327,2024-04-21,St. Louis
695,Soy Candle,Candles,447.88,1.3,3388,323,0.09,1689,2023-06-20,Wichita
696,Soy Candle,Candles,175.28,4.8,4141,820,0.16,1912,2023-09-17,Pittsburgh
697,Scented Candle,Candles,418.27,2.2,2163,629,0.31,1503,2023-08-12,Mission Viejo
698,Beeswax Candle,Candles,232.55,2.6,2476,790,0.16,746,2023-08-04,Bakersfield
699,Soy Candle,Candles,409.73,2.9,2829,333,0.03,347,2023-09-13,Baton Rouge
700,Beeswax Candle,Candles,231.35,2.4,3164,684,0.06,1240,2023-06-20,Omaha
701,Soy Candle,Candles,310.85,3.5,243,505,0.03,1110,2023-11-08,Manhattan
702,Soy Candle,Candles,367.94,1.5,1192,329,0.24,390,2023-08-11,Tampa
703,Soy Candle,Candles,435.4,2.2,1211,929,0.02,643,2023-11-07,Manhattan
704,Pillar Candle,Candles,280.66,3.4,4552,188,0.29,1788,2023-08-25,Houston
705,Soy Candle,Candles,269.69,3.7,1869,376,0.2,507,2024-05-27,Bridgeport
706,Beeswax Candle,Candles,84.21,2.7,4516,528,0.26,941,2024-05-04,San Francisco
707,Scented Candle,Candles,415.93,1.3,2155,267,0.41,1553,2024-03-14,Jacksonville
708,Scented Candle,Candles,105.65,3.7,2430,441,0.49,1113,2023-10-19,New Haven
709,Soy Candle,Candles,363.81,1.2,2645,18,0.26,606,2023-10-02,Houston
710,Scented Candle,Candles,15.14,4.6,1547,629,0.31,1446,2023-10-10,Miami
711,Scented Candle,Candles,16.32,1.9,746,701,0.18,769,2023-12-15,Fresno
712,Beeswax Candle,Candles,196.67,1.2,2306,134,0.45,1771,2023-12-09,Spokane
713,Scented Candle,Candles,419.33,1.8,4675,890,0.29,880,2024-03-06,Madison
714,Scented Candle,Candles,43.37,1.9,4478,133,0.23,502,2023-12-10,Grand Rapids
715,Scented Candle,Candles,212.93,4.8,3981,678,0.3,219,2023-12-16,Kansas City
716,Beeswax Candle,Candles,244.38,1.1,3733,415,0.41,196,2024-05-01,Baton Rouge
717,Scented Candle,Candles,266.47,1.9,3878,889,0.04,924,2024-02-10,Tampa
718,Beeswax Candle,Candles,80.05,4.0,28,974,0.3,1419,2024-02-22,San Antonio
719,Soy Candle,Candles,260.74,2.9,903,519,0.42,339,2023-12-20,Palm Bay
720,Pillar Candle,Candles,13.59,1.1,3087,332,0.5,8,2023-08-01,Allentown
721,Body Lotion,Bath and body,480.3,1.2,2062,838,0.02,1448,2023-09-08,San Antonio
722,Body Scrub,Bath and body,267.2,2.8,2313,490,0.29,1735,2023-08-11,Bakersfield
723,Body Scrub,Bath and body,492.18,4.2,1517,367,0.34,419,2023-09-07,Boise
724,Bath Salts,Bath and body,348.46,3.9,3096,529,0.46,1578,2023-07-14,Philadelphia
725,Body Scrub,Bath and body,47.61,1.0,2226,55,0.21,110,2024-01-27,Richmond
726,Body Scrub,Bath and body,329.96,3.3,813,248,0.05,322,2024-06-06,New Orleans
727,Body Scrub,Bath and body,481.95,1.5,2476,268,0.08,147,2024-02-15,New York
728,Body Lotion,Bath and body,400.78,3.7,2038,812,0.24,1854,2024-03-28,Phoenix
729,Bath Salts,Bath and body,224.16,3.5,3510,714,0.42,998,2023-08-08,Chicago
730,Body Lotion,Bath and body,438.41,4.3,1451,727,0.2,562,2023-11-11,Boston
731,Bath Salts,Bath and body,18.17,1.8,4534,731,0.21,698,2023-08-28,Mesa
732,Bath Salts,Bath and body,265.72,1.3,3197,176,0.48,1634,2024-03-06,Kansas City
733,Bath Salts,Bath and body,213.75,3.2,3916,637,0.26,309,2024-01-14,Cape Coral
734,Body Scrub,Bath and body,320.07,4.1,684,557,0.01,1462,2023-11-11,Manhattan
735,Shower Gel,Bath and body,222.69,1.5,3560,64,0.18,626,2024-04-09,Riverside
736,Bath Salts,Bath and body,247.06,2.7,1181,588,0.3,1878,2023-10-31,Bridgeport
737,Shower Gel,Bath and body,241.15,3.2,4908,939,0.11,1906,2023-08-14,Boise
738,Body Scrub,Bath and body,134.72,2.9,2387,346,0.13,648,2023-10-11,Buffalo
739,Shower Gel,Bath and body,212.08,1.8,4391,111,0.07,1200,2023-07-05,Port St. Lucie
740,Body Scrub,Bath and body,138.05,2.7,3472,27,0.26,1560,2024-04-15,Oakland
741,Body Lotion,Bath and body,213.6,4.6,2597,901,0.01,1677,2023-07-26,Knoxville
742,Body Scrub,Bath and body,73.01,3.3,1248,663,0.02,1983,2023-10-15,Bronx
743,Body Scrub,Bath and body,209.61,3.1,2749,0,0.1,428,2024-02-07,New Orleans
744,Bath Salts,Bath and body,298.17,2.3,220,914,0.4,1048,2024-05-27,Akron
745,Body Lotion,Bath and body,457.39,3.3,3986,480,0.13,1771,2023-06-18,Allentown
746,Bath Salts,Bath and body,198.52,2.7,44,645,0.29,1093,2023-06-26,Baltimore
747,Shower Gel,Bath and body,49.97,1.4,1001,9,0.26,755,2023-09-12,Provo
748,Body Scrub,Bath and body,17.16,2.4,478,14,0.19,1191,2024-06-03,Las Vegas
749,Shower Gel,Bath and body,401.34,4.7,271,142,0.08,1843,2024-04-04,Austin
750,Bath Salts,Bath and body,334.66,4.2,622,769,0.41,771,2024-02-24,Little Rock
751,Body Lotion,Bath and body,112.12,1.5,66,495,0.16,767,2024-06-03,Allentown
752,Body Lotion,Bath and body,135.53,1.9,3580,297,0.43,375,2024-01-23,Milwaukee
753,Body Scrub,Bath and body,184.72,4.6,72,307,0.26,1781,2023-08-05,Omaha
