index,LOCATION,INDICATOR,SUBJECT,TIME,Value
1083,GBR,PISAREAD,BOY,2009,481.0
1084,GBR,PISAREAD,BOY,2012,486.631
1085,GBR,PISAREAD,BOY,2015,487.0
1086,GBR,PISAREAD,BOY,2018,494.0
1087,GBR,PISAREAD,GIRL,2006,510.0
1088,GBR,PISAREAD,GIRL,2009,507.0
1089,GBR,PISAREAD,GIRL,2012,511.534
1090,GBR,PISAREAD,GIRL,2015,509.0
1091,GBR,PISAREAD,GIRL,2018,514.0
1092,USA,PISAREAD,BOY,2000,490.0
1093,USA,PISAREAD,BOY,2003,479.0
1094,USA,PISAREAD,BOY,2009,488.0
1095,USA,PISAREAD,BOY,2012,482.498
1096,USA,PISAREAD,BOY,2015,487.0
1097,USA,PISAREAD,BOY,2018,494.0
1098,USA,PISAREAD,GIRL,2000,518.0
1099,USA,PISAREAD,GIRL,2003,511.0
1100,USA,PISAREAD,GIRL,2009,513.0
1101,USA,PISAREAD,GIRL,2012,513.269
1102,USA,PISAREAD,GIRL,2015,507.0
1103,USA,PISAREAD,GIRL,2018,517.0
1104,BRA,PISAREAD,BOY,2000,388.0
1105,BRA,PISAREAD,BOY,2003,384.0
1106,BRA,PISAREAD,BOY,2006,376.0
1107,BRA,PISAREAD,BOY,2009,397.0
1108,BRA,PISAREAD,BOY,2012,394.184
1109,BRA,PISAREAD,BOY,2015,395.0
1110,BRA,PISAREAD,BOY,2018,400.0
1111,BRA,PISAREAD,GIRL,2000,404.0
1112,BRA,PISAREAD,GIRL,2003,419.0
1113,BRA,PISAREAD,GIRL,2006,408.0
1114,BRA,PISAREAD,GIRL,2009,425.0
1115,BRA,PISAREAD,GIRL,2012,424.734
1116,BRA,PISAREAD,GIRL,2015,419.0
1117,BRA,PISAREAD,GIRL,2018,426.0
1118,CHL,PISAREAD,BOY,2000,396.0
1119,CHL,PISAREAD,BOY,2006,434.0
1120,CHL,PISAREAD,BOY,2009,439.0
1121,CHL,PISAREAD,BOY,2012,429.696
1122,CHL,PISAREAD,BOY,2015,453.0
1123,CHL,PISAREAD,BOY,2018,442.0
1124,CHL,PISAREAD,GIRL,2000,421.0
1125,CHL,PISAREAD,GIRL,2006,451.0
1126,CHL,PISAREAD,GIRL,2009,461.0
1127,CHL,PISAREAD,GIRL,2012,452.371
1128,CHL,PISAREAD,GIRL,2015,465.0
1129,CHL,PISAREAD,GIRL,2018,462.0
1130,EST,PISAREAD,BOY,2006,478.0
1131,EST,PISAREAD,BOY,2009,480.0
1132,EST,PISAREAD,BOY,2012,494.319
1133,EST,PISAREAD,BOY,2015,505.0
1134,EST,PISAREAD,BOY,2018,508.0
1135,EST,PISAREAD,GIRL,2006,524.0
1136,EST,PISAREAD,GIRL,2009,524.0
1137,EST,PISAREAD,GIRL,2012,537.833
1138,EST,PISAREAD,GIRL,2015,533.0
1139,EST,PISAREAD,GIRL,2018,538.0
1140,IDN,PISAREAD,BOY,2000,360.0
1141,IDN,PISAREAD,BOY,2003,369.0
1142,IDN,PISAREAD,BOY,2006,384.0
1143,IDN,PISAREAD,BOY,2009,383.0
1144,IDN,PISAREAD,BOY,2012,382.254
1145,IDN,PISAREAD,BOY,2015,386.0
1146,IDN,PISAREAD,BOY,2018,358.0
1147,IDN,PISAREAD,GIRL,2000,380.0
1148,IDN,PISAREAD,GIRL,2003,394.0
1149,IDN,PISAREAD,GIRL,2006,402.0
1150,IDN,PISAREAD,GIRL,2009,420.0
1151,IDN,PISAREAD,GIRL,2012,410.408
1152,IDN,PISAREAD,GIRL,2015,409.0
1153,IDN,PISAREAD,GIRL,2018,383.0
1154,ISR,PISAREAD,BOY,2000,444.0
1155,ISR,PISAREAD,BOY,2006,417.0
1156,ISR,PISAREAD,BOY,2009,452.0
1157,ISR,PISAREAD,BOY,2012,463.46
1158,ISR,PISAREAD,BOY,2015,467.0
1159,ISR,PISAREAD,BOY,2018,445.0
1160,ISR,PISAREAD,GIRL,2000,459.0
1161,ISR,PISAREAD,GIRL,2006,460.0
1162,ISR,PISAREAD,GIRL,2009,495.0
1163,ISR,PISAREAD,GIRL,2012,507.451
1164,ISR,PISAREAD,GIRL,2015,490.0
1165,ISR,PISAREAD,GIRL,2018,493.0
1166,RUS,PISAREAD,BOY,2000,443.0
1167,RUS,PISAREAD,BOY,2003,428.0
1168,RUS,PISAREAD,BOY,2009,437.0
1169,RUS,PISAREAD,BOY,2012,455.147
1170,RUS,PISAREAD,BOY,2015,481.0
1171,RUS,PISAREAD,BOY,2018,466.0
1172,RUS,PISAREAD,GIRL,2000,481.0
1173,RUS,PISAREAD,GIRL,2003,456.0
1174,RUS,PISAREAD,GIRL,2009,482.0
1175,RUS,PISAREAD,GIRL,2012,495.144
1176,RUS,PISAREAD,GIRL,2015,507.0
1177,RUS,PISAREAD,GIRL,2018,491.0
1178,SVN,PISAREAD,BOY,2006,467.0
1179,SVN,PISAREAD,BOY,2009,456.0
1180,SVN,PISAREAD,BOY,2012,454.466
1181,SVN,PISAREAD,BOY,2015,484.0
1182,SVN,PISAREAD,BOY,2018,475.0
1183,SVN,PISAREAD,GIRL,2006,521.0
1184,SVN,PISAREAD,GIRL,2009,511.0
1185,SVN,PISAREAD,GIRL,2012,510.15
1186,SVN,PISAREAD,GIRL,2015,528.0
1187,SVN,PISAREAD,GIRL,2018,517.0
1188,OAVG,PISAREAD,BOY,2000,479.552
1189,OAVG,PISAREAD,BOY,2003,477.033
1190,OAVG,PISAREAD,BOY,2006,470.061
1191,OAVG,PISAREAD,BOY,2009,474.088
1192,OAVG,PISAREAD,BOY,2012,477.832
1193,OAVG,PISAREAD,BOY,2015,479.0
1194,OAVG,PISAREAD,BOY,2018,472.0
1195,OAVG,PISAREAD,GIRL,2000,510.828
1196,OAVG,PISAREAD,GIRL,2003,511.667
1197,OAVG,PISAREAD,GIRL,2006,508.576
1198,OAVG,PISAREAD,GIRL,2009,513.235
1199,OAVG,PISAREAD,GIRL,2012,515.427
1200,OAVG,PISAREAD,GIRL,2015,506.0
1201,OAVG,PISAREAD,GIRL,2018,502.0
1202,LVA,PISAREAD,BOY,2015,467.0
1203,LVA,PISAREAD,BOY,2018,462.0
1204,LVA,PISAREAD,GIRL,2015,509.0
1205,LVA,PISAREAD,GIRL,2018,495.0
1206,AUS,PISAREAD,TOT,2000,528.0
1207,AUS,PISAREAD,TOT,2003,525.0
1208,AUS,PISAREAD,TOT,2006,513.0
1209,AUS,PISAREAD,TOT,2009,515.0
1210,AUS,PISAREAD,TOT,2012,512.0
1211,AUS,PISAREAD,TOT,2015,503.0
1212,AUS,PISAREAD,TOT,2018,503.0
1213,AUT,PISAREAD,TOT,2000,492.0
1214,AUT,PISAREAD,TOT,2003,491.0
1215,AUT,PISAREAD,TOT,2006,490.0
1216,AUT,PISAREAD,TOT,2012,490.0
1217,AUT,PISAREAD,TOT,2015,485.0
1218,AUT,PISAREAD,TOT,2018,484.0
1219,BEL,PISAREAD,TOT,2000,507.0
1220,BEL,PISAREAD,TOT,2003,507.0
1221,BEL,PISAREAD,TOT,2006,501.0
1222,BEL,PISAREAD,TOT,2009,506.0
1223,BEL,PISAREAD,TOT,2012,509.0
1224,BEL,PISAREAD,TOT,2015,499.0
1225,BEL,PISAREAD,TOT,2018,493.0
1226,CAN,PISAREAD,TOT,2000,534.0
1227,CAN,PISAREAD,TOT,2003,528.0
1228,CAN,PISAREAD,TOT,2006,527.0
1229,CAN,PISAREAD,TOT,2009,524.0
1230,CAN,PISAREAD,TOT,2012,523.0
1231,CAN,PISAREAD,TOT,2015,527.0
1232,CAN,PISAREAD,TOT,2018,520.0
1233,CZE,PISAREAD,TOT,2000,492.0
1234,CZE,PISAREAD,TOT,2003,489.0
1235,CZE,PISAREAD,TOT,2006,483.0
1236,CZE,PISAREAD,TOT,2009,478.0
1237,CZE,PISAREAD,TOT,2012,493.0
1238,CZE,PISAREAD,TOT,2015,487.0
1239,CZE,PISAREAD,TOT,2018,490.0
1240,DNK,PISAREAD,TOT,2000,497.0
1241,DNK,PISAREAD,TOT,2003,492.0
1242,DNK,PISAREAD,TOT,2006,494.0
1243,DNK,PISAREAD,TOT,2009,495.0
1244,DNK,PISAREAD,TOT,2012,496.0
1245,DNK,PISAREAD,TOT,2015,500.0
1246,DNK,PISAREAD,TOT,2018,501.0
1247,FIN,PISAREAD,TOT,2000,546.0
1248,FIN,PISAREAD,TOT,2003,543.0
1249,FIN,PISAREAD,TOT,2006,547.0
1250,FIN,PISAREAD,TOT,2009,536.0
1251,FIN,PISAREAD,TOT,2012,524.0
1252,FIN,PISAREAD,TOT,2015,526.0
1253,FIN,PISAREAD,TOT,2018,520.0
1254,FRA,PISAREAD,TOT,2000,505.0
1255,FRA,PISAREAD,TOT,2003,496.0
1256,FRA,PISAREAD,TOT,2006,488.0
1257,FRA,PISAREAD,TOT,2009,496.0
1258,FRA,PISAREAD,TOT,2012,505.0
1259,FRA,PISAREAD,TOT,2015,499.0
1260,FRA,PISAREAD,TOT,2018,493.0
1261,DEU,PISAREAD,TOT,2000,484.0
1262,DEU,PISAREAD,TOT,2003,491.0
1263,DEU,PISAREAD,TOT,2006,495.0
1264,DEU,PISAREAD,TOT,2009,497.0
1265,DEU,PISAREAD,TOT,2012,508.0
1266,DEU,PISAREAD,TOT,2015,509.0
1267,DEU,PISAREAD,TOT,2018,498.0
1268,GRC,PISAREAD,TOT,2000,474.0
1269,GRC,PISAREAD,TOT,2003,472.0
1270,GRC,PISAREAD,TOT,2006,460.0
1271,GRC,PISAREAD,TOT,2009,483.0
1272,GRC,PISAREAD,TOT,2012,477.0
1273,GRC,PISAREAD,TOT,2015,467.0
1274,GRC,PISAREAD,TOT,2018,457.0
1275,HUN,PISAREAD,TOT,2000,480.0
1276,HUN,PISAREAD,TOT,2003,482.0
1277,HUN,PISAREAD,TOT,2006,482.0
1278,HUN,PISAREAD,TOT,2009,494.0
1279,HUN,PISAREAD,TOT,2012,488.0
1280,HUN,PISAREAD,TOT,2015,470.0
1281,HUN,PISAREAD,TOT,2018,476.0
1282,ISL,PISAREAD,TOT,2000,507.0
1283,ISL,PISAREAD,TOT,2003,492.0
1284,ISL,PISAREAD,TOT,2006,484.0
1285,ISL,PISAREAD,TOT,2009,500.0
1286,ISL,PISAREAD,TOT,2012,483.0
1287,ISL,PISAREAD,TOT,2015,482.0
1288,ISL,PISAREAD,TOT,2018,474.0
1289,IRL,PISAREAD,TOT,2000,527.0
1290,IRL,PISAREAD,TOT,2003,515.0
1291,IRL,PISAREAD,TOT,2006,517.0
1292,IRL,PISAREAD,TOT,2009,496.0
1293,IRL,PISAREAD,TOT,2012,523.0
1294,IRL,PISAREAD,TOT,2015,521.0
1295,IRL,PISAREAD,TOT,2018,518.0
1296,ITA,PISAREAD,TOT,2000,487.0
1297,ITA,PISAREAD,TOT,2003,476.0
1298,ITA,PISAREAD,TOT,2006,469.0
1299,ITA,PISAREAD,TOT,2009,486.0
1300,ITA,PISAREAD,TOT,2012,490.0
1301,ITA,PISAREAD,TOT,2015,485.0
1302,ITA,PISAREAD,TOT,2018,476.0
1303,JPN,PISAREAD,TOT,2000,522.0
1304,JPN,PISAREAD,TOT,2003,498.0
1305,JPN,PISAREAD,TOT,2006,498.0
1306,JPN,PISAREAD,TOT,2009,520.0
1307,JPN,PISAREAD,TOT,2012,538.0
1308,JPN,PISAREAD,TOT,2015,516.0
1309,JPN,PISAREAD,TOT,2018,504.0
1310,KOR,PISAREAD,TOT,2000,525.0
1311,KOR,PISAREAD,TOT,2003,534.0
1312,KOR,PISAREAD,TOT,2006,556.0
1313,KOR,PISAREAD,TOT,2009,539.0
1314,KOR,PISAREAD,TOT,2012,536.0
1315,KOR,PISAREAD,TOT,2015,517.0
1316,KOR,PISAREAD,TOT,2018,514.0
1317,LUX,PISAREAD,TOT,2003,479.0
1318,LUX,PISAREAD,TOT,2006,479.0
1319,LUX,PISAREAD,TOT,2009,472.0
1320,LUX,PISAREAD,TOT,2012,488.0
1321,LUX,PISAREAD,TOT,2015,481.0
1322,LUX,PISAREAD,TOT,2018,470.0
1323,MEX,PISAREAD,TOT,2000,422.0
1324,MEX,PISAREAD,TOT,2003,400.0
1325,MEX,PISAREAD,TOT,2006,410.0
1326,MEX,PISAREAD,TOT,2009,425.0
1327,MEX,PISAREAD,TOT,2012,424.0
1328,MEX,PISAREAD,TOT,2015,423.0
1329,MEX,PISAREAD,TOT,2018,420.0
1330,NLD,PISAREAD,TOT,2003,513.0
1331,NLD,PISAREAD,TOT,2006,507.0
1332,NLD,PISAREAD,TOT,2009,508.0
1333,NLD,PISAREAD,TOT,2012,511.0
1334,NLD,PISAREAD,TOT,2015,503.0
1335,NLD,PISAREAD,TOT,2018,485.0
1336,NZL,PISAREAD,TOT,2000,529.0
1337,NZL,PISAREAD,TOT,2003,522.0
1338,NZL,PISAREAD,TOT,2006,521.0
1339,NZL,PISAREAD,TOT,2009,521.0
1340,NZL,PISAREAD,TOT,2012,512.0
1341,NZL,PISAREAD,TOT,2015,509.0
1342,NZL,PISAREAD,TOT,2018,506.0
1343,NOR,PISAREAD,TOT,2000,505.0
1344,NOR,PISAREAD,TOT,2003,500.0
1345,NOR,PISAREAD,TOT,2006,484.0
1346,NOR,PISAREAD,TOT,2009,503.0
1347,NOR,PISAREAD,TOT,2012,504.0
1348,NOR,PISAREAD,TOT,2015,513.0
1349,NOR,PISAREAD,TOT,2018,499.0
1350,POL,PISAREAD,TOT,2000,479.0
1351,POL,PISAREAD,TOT,2003,497.0
1352,POL,PISAREAD,TOT,2006,508.0
1353,POL,PISAREAD,TOT,2009,500.0
1354,POL,PISAREAD,TOT,2012,518.0
1355,POL,PISAREAD,TOT,2015,506.0
1356,POL,PISAREAD,TOT,2018,512.0
1357,PRT,PISAREAD,TOT,2000,470.0
1358,PRT,PISAREAD,TOT,2003,478.0
1359,PRT,PISAREAD,TOT,2006,472.0
1360,PRT,PISAREAD,TOT,2009,489.0
1361,PRT,PISAREAD,TOT,2012,488.0
1362,PRT,PISAREAD,TOT,2015,498.0
1363,PRT,PISAREAD,TOT,2018,492.0
1364,SVK,PISAREAD,TOT,2003,469.0
1365,SVK,PISAREAD,TOT,2006,466.0
1366,SVK,PISAREAD,TOT,2009,477.0
1367,SVK,PISAREAD,TOT,2012,463.0
1368,SVK,PISAREAD,TOT,2015,453.0
1369,SVK,PISAREAD,TOT,2018,458.0
1370,ESP,PISAREAD,TOT,2000,493.0
1371,ESP,PISAREAD,TOT,2003,481.0
1372,ESP,PISAREAD,TOT,2006,461.0
1373,ESP,PISAREAD,TOT,2009,481.0
1374,ESP,PISAREAD,TOT,2012,488.0
1375,ESP,PISAREAD,TOT,2015,496.0
1376,SWE,PISAREAD,TOT,2000,516.0
1377,SWE,PISAREAD,TOT,2003,514.0
1378,SWE,PISAREAD,TOT,2006,507.0
1379,SWE,PISAREAD,TOT,2009,497.0
1380,SWE,PISAREAD,TOT,2012,483.0
1381,SWE,PISAREAD,TOT,2015,500.0
1382,SWE,PISAREAD,TOT,2018,506.0
1383,CHE,PISAREAD,TOT,2000,494.0
1384,CHE,PISAREAD,TOT,2003,499.0
1385,CHE,PISAREAD,TOT,2006,499.0
1386,CHE,PISAREAD,TOT,2009,501.0
1387,CHE,PISAREAD,TOT,2012,509.0
1388,CHE,PISAREAD,TOT,2015,492.0
1389,CHE,PISAREAD,TOT,2018,484.0
1390,TUR,PISAREAD,TOT,2003,441.0
1391,TUR,PISAREAD,TOT,2006,447.0
1392,TUR,PISAREAD,TOT,2009,464.0
1393,TUR,PISAREAD,TOT,2012,475.0
1394,TUR,PISAREAD,TOT,2015,428.0
1395,TUR,PISAREAD,TOT,2018,466.0
1396,GBR,PISAREAD,TOT,2006,495.0
1397,GBR,PISAREAD,TOT,2009,494.0
1398,GBR,PISAREAD,TOT,2012,499.0
1399,GBR,PISAREAD,TOT,2015,498.0
1400,GBR,PISAREAD,TOT,2018,504.0
1401,USA,PISAREAD,TOT,2000,504.0
1402,USA,PISAREAD,TOT,2003,495.0
1403,USA,PISAREAD,TOT,2009,500.0
1404,USA,PISAREAD,TOT,2012,498.0
1405,USA,PISAREAD,TOT,2015,497.0
1406,USA,PISAREAD,TOT,2018,505.0
1407,BRA,PISAREAD,TOT,2000,396.0
1408,BRA,PISAREAD,TOT,2003,403.0
1409,BRA,PISAREAD,TOT,2006,393.0
1410,BRA,PISAREAD,TOT,2009,412.0
1411,BRA,PISAREAD,TOT,2012,407.0
1412,BRA,PISAREAD,TOT,2015,407.0
1413,BRA,PISAREAD,TOT,2018,413.0
1414,CHL,PISAREAD,TOT,2000,410.0
1415,CHL,PISAREAD,TOT,2006,442.0
1416,CHL,PISAREAD,TOT,2009,449.0
1417,CHL,PISAREAD,TOT,2012,441.0
1418,CHL,PISAREAD,TOT,2015,459.0
1419,CHL,PISAREAD,TOT,2018,452.0
1420,EST,PISAREAD,TOT,2006,501.0
1421,EST,PISAREAD,TOT,2009,501.0
1422,EST,PISAREAD,TOT,2012,516.0
1423,EST,PISAREAD,TOT,2015,519.0
1424,EST,PISAREAD,TOT,2018,523.0
1425,IDN,PISAREAD,TOT,2000,371.0
1426,IDN,PISAREAD,TOT,2003,382.0
1427,IDN,PISAREAD,TOT,2006,393.0
1428,IDN,PISAREAD,TOT,2009,402.0
1429,IDN,PISAREAD,TOT,2012,396.0
1430,IDN,PISAREAD,TOT,2015,397.0
1431,IDN,PISAREAD,TOT,2018,371.0
1432,ISR,PISAREAD,TOT,2000,452.0
1433,ISR,PISAREAD,TOT,2006,439.0
1434,ISR,PISAREAD,TOT,2009,474.0
1435,ISR,PISAREAD,TOT,2012,486.0
1436,ISR,PISAREAD,TOT,2015,479.0
1437,ISR,PISAREAD,TOT,2018,470.0
1438,LVA,PISAREAD,TOT,2000,458.0
1439,LVA,PISAREAD,TOT,2003,491.0
1440,LVA,PISAREAD,TOT,2006,479.0
1441,LVA,PISAREAD,TOT,2009,484.0
1442,LVA,PISAREAD,TOT,2012,489.0
1443,LVA,PISAREAD,TOT,2015,488.0
1444,LVA,PISAREAD,TOT,2018,479.0
1445,RUS,PISAREAD,TOT,2000,462.0
1446,RUS,PISAREAD,TOT,2003,442.0
1447,RUS,PISAREAD,TOT,2006,440.0
1448,RUS,PISAREAD,TOT,2009,459.0
1449,RUS,PISAREAD,TOT,2012,475.0
1450,RUS,PISAREAD,TOT,2015,495.0
1451,RUS,PISAREAD,TOT,2018,479.0
1452,SGP,PISAREAD,BOY,2015,525.0
1453,SGP,PISAREAD,GIRL,2015,546.0
1454,SVN,PISAREAD,TOT,2006,494.0
1455,SVN,PISAREAD,TOT,2009,483.0
1456,SVN,PISAREAD,TOT,2012,481.0
1457,SVN,PISAREAD,TOT,2015,505.0
1458,SVN,PISAREAD,TOT,2018,495.0
1459,OAVG,PISAREAD,TOT,2012,496.0
1460,OAVG,PISAREAD,TOT,2015,493.0
1461,OAVG,PISAREAD,TOT,2018,487.0
1462,COL,PISAREAD,TOT,2015,425.0
1463,COL,PISAREAD,TOT,2018,412.0
1464,COL,PISAREAD,BOY,2015,417.0
1465,COL,PISAREAD,BOY,2018,407.0
1466,COL,PISAREAD,GIRL,2015,432.0
1467,COL,PISAREAD,GIRL,2018,417.0
1468,HKG,PISAREAD,TOT,2015,527.0
1469,HKG,PISAREAD,BOY,2015,513.0
1470,HKG,PISAREAD,GIRL,2015,541.0
1471,PER,PISAREAD,TOT,2015,398.0
1472,PER,PISAREAD,BOY,2015,394.0
1473,PER,PISAREAD,GIRL,2015,401.0
1474,SGP,PISAREAD,TOT,2015,535.0
1475,TWN,PISAREAD,TOT,2015,497.0
1476,TWN,PISAREAD,BOY,2015,485.0
1477,TWN,PISAREAD,GIRL,2015,510.0
1478,MAC,PISAREAD,TOT,2015,509.0
1479,MAC,PISAREAD,BOY,2015,493.0
1480,MAC,PISAREAD,GIRL,2015,525.0
1481,CRI,PISAREAD,TOT,2018,426.0
1482,CRI,PISAREAD,BOY,2018,419.0
1483,CRI,PISAREAD,GIRL,2018,434.0
1484,LTU,PISAREAD,TOT,2018,476.0
1485,LTU,PISAREAD,BOY,2018,457.0
1486,LTU,PISAREAD,GIRL,2018,496.0
1487,AUS,PISASCIENCE,BOY,2006,527.0
1488,AUS,PISASCIENCE,BOY,2009,527.0
1489,AUS,PISASCIENCE,BOY,2012,523.728
1490,AUS,PISASCIENCE,BOY,2015,511.0
1491,AUS,PISASCIENCE,BOY,2018,504.0
1492,AUS,PISASCIENCE,GIRL,2006,527.0
1493,AUS,PISASCIENCE,GIRL,2009,528.0
1494,AUS,PISASCIENCE,GIRL,2012,519.124
1495,AUS,PISASCIENCE,GIRL,2015,509.0
1496,AUS,PISASCIENCE,GIRL,2018,502.0
1497,AUT,PISASCIENCE,BOY,2006,515.0
1498,AUT,PISASCIENCE,BOY,2012,510.108
1499,AUT,PISASCIENCE,BOY,2015,504.0
1500,AUT,PISASCIENCE,BOY,2018,491.0
1501,AUT,PISASCIENCE,GIRL,2006,507.0
1502,AUT,PISASCIENCE,GIRL,2012,501.479
1503,AUT,PISASCIENCE,GIRL,2015,486.0
1504,AUT,PISASCIENCE,GIRL,2018,489.0
1505,BEL,PISASCIENCE,BOY,2006,511.0
1506,BEL,PISASCIENCE,BOY,2009,510.0
1507,BEL,PISASCIENCE,BOY,2012,506.82
1508,BEL,PISASCIENCE,BOY,2015,508.0
1509,BEL,PISASCIENCE,BOY,2018,501.0
1510,BEL,PISASCIENCE,GIRL,2006,510.0
1511,BEL,PISASCIENCE,GIRL,2009,503.0
1512,BEL,PISASCIENCE,GIRL,2012,502.9
1513,BEL,PISASCIENCE,GIRL,2015,496.0
1514,BEL,PISASCIENCE,GIRL,2018,496.0
1515,CAN,PISASCIENCE,BOY,2006,536.0
1516,CAN,PISASCIENCE,BOY,2009,531.0
1517,CAN,PISASCIENCE,BOY,2012,526.875
1518,CAN,PISASCIENCE,BOY,2015,528.0
1519,CAN,PISASCIENCE,BOY,2018,516.0
1520,CAN,PISASCIENCE,GIRL,2006,532.0
1521,CAN,PISASCIENCE,GIRL,2009,526.0
1522,CAN,PISASCIENCE,GIRL,2012,524.053
1523,CAN,PISASCIENCE,GIRL,2015,527.0
1524,CAN,PISASCIENCE,GIRL,2018,520.0
1525,CZE,PISASCIENCE,BOY,2006,515.0
1526,CZE,PISASCIENCE,BOY,2009,498.0
1527,CZE,PISASCIENCE,BOY,2012,508.721
1528,CZE,PISASCIENCE,BOY,2015,497.0
1529,CZE,PISASCIENCE,BOY,2018,496.0
1530,CZE,PISASCIENCE,GIRL,2006,510.0
1531,CZE,PISASCIENCE,GIRL,2009,503.0
1532,CZE,PISASCIENCE,GIRL,2012,507.855
1533,CZE,PISASCIENCE,GIRL,2015,488.0
1534,CZE,PISASCIENCE,GIRL,2018,498.0
1535,DNK,PISASCIENCE,BOY,2006,500.0
1536,DNK,PISASCIENCE,BOY,2009,505.0
1537,DNK,PISASCIENCE,BOY,2012,503.533
1538,DNK,PISASCIENCE,BOY,2015,505.0
1539,DNK,PISASCIENCE,BOY,2018,492.0
1540,DNK,PISASCIENCE,GIRL,2006,491.0
1541,DNK,PISASCIENCE,GIRL,2009,494.0
1542,DNK,PISASCIENCE,GIRL,2012,493.363
1543,DNK,PISASCIENCE,GIRL,2015,499.0
1544,DNK,PISASCIENCE,GIRL,2018,494.0
1545,FIN,PISASCIENCE,BOY,2006,562.0
1546,FIN,PISASCIENCE,BOY,2009,546.0
1547,FIN,PISASCIENCE,BOY,2012,537.436
1548,FIN,PISASCIENCE,BOY,2015,521.0
1549,FIN,PISASCIENCE,BOY,2018,510.0
1550,FIN,PISASCIENCE,GIRL,2006,565.0
1551,FIN,PISASCIENCE,GIRL,2009,562.0
1552,FIN,PISASCIENCE,GIRL,2012,553.893
1553,FIN,PISASCIENCE,GIRL,2015,541.0
1554,FIN,PISASCIENCE,GIRL,2018,534.0
1555,FRA,PISASCIENCE,BOY,2006,497.0
1556,FRA,PISASCIENCE,BOY,2009,500.0
1557,FRA,PISASCIENCE,BOY,2012,497.716
1558,FRA,PISASCIENCE,BOY,2015,496.0
1559,FRA,PISASCIENCE,BOY,2018,493.0
1560,FRA,PISASCIENCE,GIRL,2006,494.0
1561,FRA,PISASCIENCE,GIRL,2009,497.0
1562,FRA,PISASCIENCE,GIRL,2012,500.157
1563,FRA,PISASCIENCE,GIRL,2015,494.0
1564,FRA,PISASCIENCE,GIRL,2018,493.0
1565,DEU,PISASCIENCE,BOY,2006,519.0
1566,DEU,PISASCIENCE,BOY,2009,523.0
1567,DEU,PISASCIENCE,BOY,2012,523.86
1568,DEU,PISASCIENCE,BOY,2015,514.0
1569,DEU,PISASCIENCE,BOY,2018,502.0
1570,DEU,PISASCIENCE,GIRL,2006,512.0
1571,DEU,PISASCIENCE,GIRL,2009,518.0
1572,DEU,PISASCIENCE,GIRL,2012,524.391
1573,DEU,PISASCIENCE,GIRL,2015,504.0
1574,DEU,PISASCIENCE,GIRL,2018,504.0
1575,GRC,PISASCIENCE,BOY,2006,468.0
1576,GRC,PISASCIENCE,BOY,2009,465.0
1577,GRC,PISASCIENCE,BOY,2012,460.02
1578,GRC,PISASCIENCE,BOY,2015,451.0
1579,GRC,PISASCIENCE,BOY,2018,446.0
1580,GRC,PISASCIENCE,GIRL,2006,479.0
1581,GRC,PISASCIENCE,GIRL,2009,475.0
1582,GRC,PISASCIENCE,GIRL,2012,473.298
1583,GRC,PISASCIENCE,GIRL,2015,459.0
1584,GRC,PISASCIENCE,GIRL,2018,457.0
1585,HUN,PISASCIENCE,BOY,2006,507.0
1586,HUN,PISASCIENCE,BOY,2009,503.0
1587,HUN,PISASCIENCE,BOY,2012,495.913
1588,HUN,PISASCIENCE,BOY,2015,478.0
1589,HUN,PISASCIENCE,BOY,2018,484.0
1590,HUN,PISASCIENCE,GIRL,2006,501.0
1591,HUN,PISASCIENCE,GIRL,2009,503.0
1592,HUN,PISASCIENCE,GIRL,2012,492.803
1593,HUN,PISASCIENCE,GIRL,2015,475.0
1594,HUN,PISASCIENCE,GIRL,2018,478.0
1595,ISL,PISASCIENCE,BOY,2006,488.0
1596,ISL,PISASCIENCE,BOY,2009,496.0
1597,ISL,PISASCIENCE,BOY,2012,476.676
1598,ISL,PISASCIENCE,BOY,2015,472.0
1599,ISL,PISASCIENCE,BOY,2018,471.0
1600,ISL,PISASCIENCE,GIRL,2006,494.0
1601,ISL,PISASCIENCE,GIRL,2009,495.0
