,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
21/03/2020 00:00:00,244.6,214.6,242.6,135.5,313.4,40.3,29,42.4,5.5,91.8,354.4,180.9,403.8,11.6,18.7,187.1,163.8,190,67.2,327.2,8.1,59.2,22.6,88.3,164.9,1.2,2.3,27.2,2.4,5.3,1.7,2.2,4.5
22/03/2020 00:00:00,73.9,74.2,146.2,44.3,236.8,18.4,11.9,40.7,2.2,70.5,231.4,164.4,376.6,6.8,1.8,162,188.2,214.5,65.5,245.5,4.4,74.6,22.7,69.1,140.1,1,1.5,19.1,2.3,3.5,1.5,2.1,3.4
23/03/2020 00:00:00,75.8,75.8,149.5,45.8,241.4,18.5,12.4,40.6,2.2,73.8,240.2,166.2,377.2,7.4,1.9,164.1,179.5,199.8,64.7,247,4.5,73.4,22.7,71.4,134.7,1.3,1.5,20.4,2.4,3.6,1.5,2.1,4
24/03/2020 00:00:00,69.6,73.2,148.6,47.6,249,19.1,12.6,43.4,2.3,74.2,242.8,169,381.2,7.3,1.9,160.3,164.2,182,62.8,235.1,4.6,76.5,22.9,69.4,139.9,1.4,1.5,20.3,2.3,3.5,1.5,2,4
25/03/2020 00:00:00,72.4,70.3,150.1,46.1,248,19.5,13.3,42.9,2.3,72.4,241.1,168.2,378.2,7.2,2,155.6,165.4,187.8,63.8,237.5,4.7,79.1,20.5,63.8,136.4,1.2,2.1,20.1,2.2,3.6,1.6,2.1,4.5
26/03/2020 00:00:00,74,73.8,150.6,47.5,252.4,19.7,13.1,41.2,2.3,77.2,243.8,171.8,383.2,7.2,2,130.6,167.8,186.6,64.2,224.4,4.6,82.8,21,63,124.2,1,2,18.2,2.8,3.3,1.6,2.2,3.4
27/03/2020 00:00:00,75.9,76.7,155.5,48.4,260.3,20.3,13.2,41.7,2.3,75.1,246,174,383.1,6.6,2.1,139.7,165.5,184.1,62.9,207.8,4.6,83.2,22.3,69.4,137.3,1.1,1.4,12.2,2.1,3.7,1.5,2.1,3.8
28/03/2020 00:00:00,77.7,79.3,158.3,50.1,265.9,20.1,13,43.7,2.3,76,247.4,176.4,387.1,6.9,2.2,148.7,168.9,197.1,66.8,222.7,4.7,84.4,22.6,70.5,142.5,1.2,1.7,17.5,2.1,3.7,1.5,2.1,3.9
29/03/2020 00:00:00,106.4,115.6,212.7,66.3,274.4,32.6,26.4,43.6,3.5,75.7,284.8,189.7,388.4,12.1,17.7,164,156.4,159.9,66.9,264.6,6.9,79.4,23.6,78.9,125,1,2.1,24.3,2.5,5.8,1.6,2.3,4.1
30/03/2020 00:00:00,106.4,118,215.9,66.4,270.5,34.4,27.2,43.3,3.5,75,289.3,196.9,395.1,12.7,17.6,167.9,159.5,165.2,69.4,283.1,7.1,75.1,24,75.9,128.1,1.2,2,25.4,2.6,5.8,1.6,2.3,4
31/03/2020 00:00:00,106.7,119.6,218.6,67.6,272.9,34.2,27.9,40.1,3.5,75.9,293.8,203.4,400.2,12.7,18,173.5,162.4,171.6,71,295.3,7,74,24,74.4,125.3,1.3,2.2,24.5,2.5,6,1.7,2.1,4.1
01/04/2020 00:00:00,95.3,112.8,207.9,65.5,265.5,34.8,26.5,17.8,3.5,74.8,285.2,199.3,397.7,12.7,18.1,173.5,159.2,171.4,70.7,295,7.2,74.4,23.7,71.2,118.6,1.1,2,24.9,2.5,5.7,1.7,2,4.2
02/04/2020 00:00:00,99,114.7,210.7,64.9,265.7,34,27.2,18.9,3.4,73.8,285.4,196.2,387.1,12.6,17.9,171,161.8,168.5,71.5,289.9,7.6,74.6,23.9,66.3,117.2,1.3,2.1,24.8,2.4,6,2,2.2,3.8
03/04/2020 00:00:00,101.7,114.3,215.6,61.4,270.7,34.5,27.4,24.5,3.3,70.9,292.8,202.3,389,12.2,17.9,164.9,157.3,166.9,69.6,281.2,7.6,75.7,23.4,60.4,99.6,1.3,2,24.2,2.3,6.4,2.1,2.2,3.4
04/04/2020 00:00:00,94.2,102.6,211.3,59.6,260.4,31.5,25.9,31.3,3,72.5,287.8,204.4,378.3,12.2,17.5,165.1,155.8,155.8,62.4,262.4,7,75.8,23.4,72,91.1,1,2,22.5,2.3,6.3,1.6,2,2.8
05/04/2020 00:00:00,99.2,107.6,225.1,62,247.7,33.6,27.7,48.5,3.1,89.5,317.1,210.6,435,11.1,17.9,190,220.9,237.1,76.4,334.5,8,67.6,22.8,88.8,119.2,1.6,2.2,23.6,2.5,6.5,1.6,2.1,3.4
13/04/2020 00:00:00,102.9,116.5,225.9,63.2,252.8,34.6,28.2,48.4,3,93.2,327,216.8,443,11.1,18.1,192.6,225.7,239.4,78.9,343.9,8.5,71.9,23.7,81.4,120.3,1.5,2.3,21.5,2.6,6.4,1.8,2.2,3.2
14/04/2020 00:00:00,107.7,121.2,226,63.8,258.1,35.8,29.3,46.9,3.3,93,330.1,218.2,441.4,11.1,18.4,193,218.5,242.5,79.2,344.3,8,71.4,23.5,79,121.8,1.6,2.2,21.1,2.6,6.4,1.7,2,3.2
15/04/2020 00:00:00,112.8,125.1,233,63.3,262.7,36.4,28.2,46,3.1,94.4,336.8,219.5,443,11.1,18.4,201,218.7,240.4,79.5,347.7,8.4,73.1,23.9,78.6,123.3,1.4,2.4,22.4,2.5,6.6,1.8,1.9,3.4
16/04/2020 00:00:00,114.1,125.6,228.5,64,269.8,36.8,28.7,47.9,3.3,95,337.4,219.1,439.5,12.1,18.4,199.4,223.4,243.4,80.4,349,7.8,71.7,23.5,80.9,126.7,1.4,2.4,22.8,2.5,6.7,1.7,1.9,3.3
17/04/2020 00:00:00,111.7,124.3,227.1,59.8,267.3,35.7,28,46.4,3.1,92.2,332.8,216.5,442.2,9.9,18.2,197.4,215.9,244,78.3,344.7,7.2,70.8,23.6,85.1,129,1.4,2.3,22.5,2.4,6.6,1.6,1.9,3.2
18/04/2020 00:00:00,112.3,116.8,217.2,58.1,273.1,33.4,25.1,45.3,2.8,94,325.8,217.7,429.6,9.5,17.9,195,220.5,231.5,72.3,319.5,7.4,73.3,23.6,83.3,121.8,1.2,2.4,22.5,2.4,6.3,1.4,1.8,3.2
19/04/2020 00:00:00,102.8,123.4,229.6,69.1,268,38.1,29,49.6,3.7,81.3,326.3,237.7,408.3,10.8,18.2,164,174,213.1,71.1,296.5,7,73.5,22.8,74.2,123.7,1.4,2.2,23.6,2.9,6.2,2.1,2.1,3.6
20/04/2020 00:00:00,105.2,126.5,239.7,69.4,274.7,38.7,30.4,50.8,3.7,82.3,332.1,239.3,421.6,11.7,18.4,166.7,180,218.6,73.6,303.4,7.2,74.3,23.6,72.9,129.7,1.4,2.3,23.4,2.8,6.3,1.9,2.2,3.7
21/04/2020 00:00:00,105.8,125.3,234.3,69.1,259.3,39.8,29.7,51,3.6,81,327.1,236.5,424.1,12.3,18.3,165.9,183.6,223.4,74.5,310.3,7.3,75,23.7,74.8,132.3,1.5,2.2,23.7,2.9,6.2,1.8,2.2,3.9
22/04/2020 00:00:00,92.4,129.7,226.4,68.7,221.2,37.1,26.2,29.2,3.6,83.4,320.1,213.7,414.1,12.3,18.5,169.2,187.4,223.3,74.9,311.4,7.4,73.4,23.6,73.6,129.6,1.4,2.2,23.9,2.9,6.2,2,2.1,3.8
23/04/2020 00:00:00,100.2,115,234.3,70,231,33.6,26.2,35.9,3.7,83,320.1,226.3,400,12.3,18.3,172.9,188.7,229.9,74.8,318.9,7.6,55.7,20.8,74.9,131,1.3,2.3,23.6,2.5,6.4,1.8,2.2,3.7
24/04/2020 00:00:00,104.3,120,229.4,65.8,248,39.2,28.6,42.8,3.4,80.7,314.9,230.6,389.6,12.3,18.1,172.6,185.4,215.2,73.4,313.6,7.4,55,20,72.4,124,1.3,2.1,23.2,2.8,6.1,1.8,2.1,3.8
25/04/2020 00:00:00,97.3,111.6,227.8,63.1,252.2,36.4,27.6,46.4,3.2,82,301,231,381.5,12.3,18,167.2,182.5,205.1,66.6,291,6.7,70.3,22.1,72.1,111.6,1.1,2,22.1,2.8,6.2,1.7,2.1,3.8
26/04/2020 00:00:00,181.3,189.3,261.8,135.5,412.6,45.8,30.3,42.6,6.5,85.5,390.7,216.9,500.4,12.3,17.6,174.6,154.4,175.5,79.6,328.4,9,93.8,19.6,80.5,152.9,1.2,2.2,28.3,2.4,5.9,1.8,2.1,4
27/04/2020 00:00:00,162.6,184.2,268.1,131.8,444.2,46.6,28.1,42.4,5.2,90.6,394.8,223,495.4,12.3,17.6,183.4,154.8,197.4,82.5,343.5,9.1,104.1,24.8,88.1,167.4,1.1,2.2,26.6,2.5,5.8,1.9,2.1,4.5
28/04/2020 00:00:00,186.4,189.4,271.3,131.2,471.8,47.5,30.4,47.6,5.9,92.1,387.9,227.5,492.8,12,17.5,193.4,168.2,199.3,75.9,324.2,8.8,109.2,26.7,89.1,155,1.1,2.1,29.9,2.8,6,1.7,2.1,5.3
29/04/2020 00:00:00,198.8,185.1,270.4,134.4,431.1,42.1,29,47.5,5.7,89.6,395,227.6,494.2,11.9,17.6,184.1,160.9,175.5,77.8,331.6,9,104.2,27.5,81.3,155.6,1.2,2.1,31.2,2.7,6,1.7,2.2,5.1
30/04/2020 00:00:00,186,183.5,275.2,129.2,381.6,41.9,30.6,47.9,5.7,85.1,400.8,223.5,485.7,11.9,17.5,187.5,159.9,179.1,79.1,339.9,9.2,104.5,25.8,89.4,160.6,1.2,2,30.3,2.4,5.8,1.8,2.1,5
01/05/2020 00:00:00,190.3,187.4,271,129,433.9,46.1,30.1,47.5,5.7,85.6,398.1,219.8,472.7,11.9,17.4,187.2,144,180.8,78.7,337.3,9.2,107.1,26.8,88,166.4,1.2,2,31.1,2.3,5.9,1.7,2.1,4.9
02/05/2020 00:00:00,188.4,179.9,264.9,123.8,443.4,42.7,26.8,46,6.1,90,387.1,219.9,461.6,11.9,17.1,189.7,156,173.7,65.8,312,8.2,105.8,27,91.6,174.5,1,2.2,29.3,2.2,6,1.6,2.3,4.6
03/05/2020 00:00:00,88.2,89.5,187.7,64.8,282.8,21.2,16.1,37.8,2.9,77.3,289.9,191,414.1,9.4,6,163.9,141.8,184,69.1,250,5.8,81.8,23.7,78.2,103.2,1,1.3,21.4,2.3,4,1.5,2.1,3.9
04/05/2020 00:00:00,91.2,91,171.6,61.2,280,22.3,17.6,38.7,3,72.1,294.1,178.5,416.5,10.5,6.7,167.5,144.6,195.8,74,263.3,6.4,84.7,23.5,76.2,120.1,1.3,1.4,24.6,2.5,4.3,1.5,2.1,3.6
05/05/2020 00:00:00,100.5,108.2,185.3,65.8,260.8,25.3,18.4,40.7,3.2,70.8,294.8,174.6,421.3,10.6,7.3,170.6,146.9,204.2,72.4,271.8,6.6,70.8,22.6,80.6,127,1.4,1.3,22.8,2.4,4.3,1.3,2,3.4
13/05/2020 00:00:00,105.4,106.9,178.8,68.5,269.3,25.3,19.9,39.2,3.3,70.8,300.2,181.1,431.5,10.4,7.5,171.9,146.1,204,68.1,279.6,6.9,74.7,18.1,69.7,107.4,1.3,1.8,21.9,2.3,4.4,1.6,2.1,3.3
14/05/2020 00:00:00,112.9,109.1,192.5,65.7,257.6,22.7,17.4,41.9,3.2,65.6,303.6,186.8,427.2,10.6,7.6,171.7,141.8,205.2,69.8,281.7,7.3,71.3,21.5,72.6,116,1.2,1.9,21.8,2.2,4.6,1.7,2,1.4
15/05/2020 00:00:00,121.1,120.2,208.7,71.8,300.3,26.5,19.2,44.1,3.3,68.2,304,197.2,428.6,10.6,7.9,174.8,145.4,199.3,71.3,288.1,7.4,76.1,22.9,73.6,112.9,1.3,1.7,23,2.2,4.8,1.5,2.1,3.3
16/05/2020 00:00:00,129.2,126.3,214.8,75,316.6,28,19.6,42.9,3.4,67.9,302.8,197.3,432.1,10.4,7.8,177.3,147.8,205.6,72.7,292.4,7.3,85.7,22.8,74.7,130.7,1.4,1.8,25,2.3,4.9,1.7,2.2,4.6
17/05/2020 00:00:00,113,123.6,245.1,70.7,283.5,38.3,30.2,50.2,4.1,80.9,332.1,270.1,459.1,9.5,18.4,184.4,208.6,233.6,73.3,298.9,7.2,77.3,25.8,76,113.4,2,2.2,22.4,2.7,6.7,1.7,2.3,3.4
18/05/2020 00:00:00,120.2,128.5,249,69.8,287.4,39.3,30.7,53.6,4.2,77.7,333.9,265,464.5,10,18,180.6,215.2,233.9,74.3,311.3,7.3,77.8,25.2,69.9,121.4,1.9,2.2,22.3,2.7,6.5,1.7,2.3,3.5
19/05/2020 00:00:00,120.5,131.6,250.3,71.7,290.9,39.3,30.1,50.2,4.1,74.1,332.6,262.7,464.8,10,18.1,184.6,228.9,239.1,75.6,311,7.5,77.4,25.2,68.9,119.9,2,2.3,22.7,2.7,6.6,1.8,2.4,3.1
20/05/2020 00:00:00,123.8,131.6,251.7,70.7,292,39.4,30.5,49.7,4.1,75.6,337,267.7,463.7,9.8,18.2,189.5,226.2,239.5,75.4,312.9,7.5,77,25.1,71,120.7,2,2.3,22.8,2.7,6.9,1.6,2.3,3.6
21/05/2020 00:00:00,126,133,249.7,73.4,295.5,40.1,31.1,51.1,4.2,71.8,337.3,267.7,452.7,9.6,17.9,188.1,226.7,238.3,75.4,314.7,7.5,79.6,25.7,72,121.4,2.1,2.2,23.9,2.3,6.7,1.6,2.1,3.7
22/05/2020 00:00:00,127.2,131.6,247.4,62,295.4,39.2,30.3,50.7,3.9,72.8,333.9,266.9,449.6,9.6,18,187.4,220.6,230.7,73.4,314.6,7.6,76.4,25.4,77,120.2,1.9,2,23,2.4,6.7,1.7,2.2,3.4
23/05/2020 00:00:00,121.6,122.9,243.3,72.1,286.3,35.6,27.5,49.9,3.5,69.3,318.9,261.6,428.1,8.3,17.7,180.5,192.9,214.3,67,295.9,6.9,75.9,25.4,84.3,111.2,1,2.7,20.9,2.1,6.4,1.6,2.2,3.4
01/06/2020 00:00:00,100.2,109.1,210.4,60.8,240.5,33,28.3,44.3,3.4,71.7,330.3,248.2,437.4,12.4,18.2,151.6,157.3,167.4,70,230.6,6.4,65.3,23.7,85.4,108.5,1.5,2.3,23.4,2.4,6,1.6,2.2,2.6
02/06/2020 00:00:00,102.1,115.8,217.5,62.5,239.9,35,28.4,44.4,3.5,71.9,331.3,250.3,439.8,12.4,18.5,152.6,156,165,69.8,242.5,6.5,66.1,23.6,86,110.9,1.7,2.3,22,2.3,6,1.7,2.2,3.4
03/06/2020 00:00:00,107.9,118.6,220.4,62.6,245,35.4,29.6,45.3,3.2,71.5,330.8,251.9,445.8,12.4,18.8,153.2,165.9,172.9,70.2,251.7,6.5,65.1,23.8,79.4,110.1,1.7,2.1,22.2,2.5,6,1.7,2.2,3.3
04/06/2020 00:00:00,112,119.4,222.7,63.5,250.4,35.3,29.9,46.4,3.5,73.1,336.3,253.1,449.6,12.4,18.9,156.4,172.5,174.5,69.8,254.2,6.7,66.2,24.4,75.1,110.4,1.6,2.1,21.5,2.3,5.9,1.8,2.2,3.4
05/06/2020 00:00:00,114,121.6,225.4,65,249.4,36.1,30.4,45.9,3.6,72.8,331.9,253.3,441.9,12.5,18.7,156,181.5,179.9,68.7,257.7,6.6,67.6,23.8,75.8,110.8,1.7,2.2,22.6,2.4,6,1.8,2.2,3.9
01/07/2020 00:00:00,113.8,120.5,223.2,62,248.3,35,30,46.4,3.4,72.5,325.8,255.1,434.6,12.3,18.6,155,181.7,177.1,69.8,250.4,6.7,66.8,23.8,74,114.1,1.7,2.3,21.5,2.2,6,1.8,2.2,3.7
02/07/2020 00:00:00,108.5,109,219.8,59.3,242.3,32.1,26.4,45.4,3.1,73,312,252.3,421.6,12.3,18.2,150.3,175.6,169.7,64.7,229,6.2,67.6,24.3,73.8,107.6,1.4,2.1,21.1,2.5,6.1,1.7,2.2,3.5
03/07/2020 00:00:00,235.3,204.6,203.2,122.8,425.6,41.1,29.5,39.5,6.2,90,289.7,186.4,369.2,8.8,17.4,157.2,161.9,171.9,64.9,276.8,7,121.4,24.2,94.8,171.8,0.9,2.5,35.5,2.4,5,1.7,2,4.7
04/07/2020 00:00:00,242.9,215.7,212.6,129.2,434,43.9,30.7,41.2,6.5,89.7,297.9,185.2,395.5,8.8,18.3,153.6,168.5,174.9,65.9,286.3,7.1,117,25.4,91.1,178.4,0.9,2.4,36.1,2.5,4.9,1.7,2.4,5
05/07/2020 00:00:00,246.2,217.8,225.5,130.3,414.1,41.1,30.7,40.3,6.1,84.9,296.8,186.3,395.5,8.8,18.7,159.4,175.3,172.6,65.2,291.3,7.1,112.6,25.1,93.6,172.2,1,2.2,34,2.6,5.1,1.8,2.2,5.2
01/08/2020 00:00:00,214.3,208,225.7,128.7,439.6,42.8,29.9,38.6,5.7,88.5,288.7,188.2,399.6,10.2,18.5,163.6,190.3,170.5,65.1,296.9,7.9,115.3,25.4,93.6,171.8,1,2.4,33.3,2.5,5.3,1.9,2.5,5.2
02/08/2020 00:00:00,219.2,209.3,228.7,128.5,435,42.7,30.8,39.8,5.9,86.8,292.4,195.1,397.8,10.2,18.6,167.9,193.7,179.2,65.5,303.7,7.9,116.8,25.9,90.3,170.8,0.9,2.3,35.2,2.5,5.3,1.9,2.3,5.2
03/08/2020 00:00:00,228.4,209.1,224.7,122.2,430.1,39.6,31.1,40.2,5.9,85.2,294.3,192.3,390.6,10.2,18.6,169.6,188.3,177.7,67,307.3,8.2,115.6,24.5,89.4,168.4,1.2,2.3,36,2.6,5.3,1.9,2.3,4.9
04/08/2020 00:00:00,224.1,198.2,219.8,116.7,423.8,38,28.2,39.3,5.5,74.4,276.3,180,381.2,10.2,18.2,169.7,188.1,167.9,62.6,290.2,7.7,112.6,23.2,91.4,153.1,0.8,2.1,33.3,2.5,5.3,1.8,2.2,4.8
05/08/2020 00:00:00,111.2,110.4,236.5,61.5,250.8,33.8,27.5,46.8,3.1,91.3,360.1,226.7,476.6,10.9,18.6,195.3,248.6,237.2,78.9,323,7.5,72.1,24.2,72.4,120.1,1.4,2.1,22.5,2.7,5.6,1.6,2.1,3.5
01/09/2020 00:00:00,116.5,119.5,244.7,62.8,257.1,35,28.4,46.9,3.4,86.2,363.1,234.3,490.8,11,19,195.9,254,245.1,79.9,334,7.9,73.1,22.9,71.6,115.5,1.5,2.2,20.3,2.5,5.7,1.6,2.2,3.4
02/09/2020 00:00:00,114,114,225.9,63.9,250,35.1,28.2,45.4,3.4,84.3,356.5,232.1,490.1,11,19.2,201.2,254.1,244.5,80,337.3,8.1,73.5,21.7,69.9,111.4,1.7,2.1,21.3,2.8,5.5,1.7,2.2,3.5
03/09/2020 00:00:00,101.7,97.2,215.6,62.9,230.3,34.8,29.4,45.7,3.3,85.1,354.3,232,491.6,10.4,19.5,199.5,247.3,251.9,79.2,336.3,8,73.5,20.3,69.3,115.5,1.7,2.1,22.5,2.6,5.9,1.6,2.1,3.5
04/09/2020 00:00:00,91.6,87.6,153.3,64.4,209.5,32.9,29.6,46.8,3.5,83.5,345.3,220.7,486.1,10.4,19.1,194.7,244.1,248.5,79.4,339.7,8.5,67.3,21,67.8,114,1.4,2.2,22.5,2.6,5.7,1.7,2.2,3.6
05/09/2020 00:00:00,97.3,99.1,193.9,59.9,218.8,34.6,30.5,49.2,3.5,72.2,344,221.5,486.1,10.4,19.1,185.7,237.6,247.7,79.5,332.2,8.2,64.8,20.9,68.6,109.7,1.5,2.3,22.2,2.7,5.9,1.6,2.2,3.6
01/10/2020 00:00:00,93.8,93.2,201.1,58.2,232.1,33.8,27.5,47.4,3.1,81.2,335.6,221,471.5,9.2,19,182.4,226.7,237.4,73.9,309.7,7.4,71.1,22.5,71.4,104.9,1.3,2.3,21,2.7,5.7,1.7,2.2,3.4
02/10/2020 00:00:00,290.1,228.1,247.9,145.2,454.3,46.5,29.6,44.4,7.2,80.8,330.7,172.7,376.7,10,17.4,169.9,144.8,184.6,76.4,334.9,8.4,104.7,23.4,76.5,167.6,1.1,2.3,33,2.5,5.6,1.9,2.3,5.3
03/10/2020 00:00:00,282.1,223.9,237.5,147.1,441.3,45.4,30.6,45.6,7.2,73.1,339,167.2,380.3,10,17.8,171.9,145.5,192.6,77.1,339.7,8.7,92.6,20.2,74.6,164.7,1.2,2.2,31.7,2.6,6,1.7,2.2,4.8
04/10/2020 00:00:00,300,237.2,242.7,145.3,433.9,47,31.8,45.9,7.4,73.8,331.1,156.6,387,10,18.5,171.4,146.3,195.9,75.2,342.8,8.9,99.3,21.9,80.4,164.8,1.2,2.2,30.9,2.4,6.2,1.7,2.6,5
05/10/2020 00:00:00,289.9,208.2,237.3,139.2,441.2,45.2,30,41.6,6.1,79.8,318.1,161.1,392.8,10,18.8,179.4,152.5,195.4,73.4,346.7,9.4,106.2,22.7,81.6,176.1,1.2,2.4,35,2.5,5.9,1.7,2.5,5.1
01/11/2020 00:00:00,284.4,205.8,220.9,126.4,403,45.1,29.9,41.9,6.5,81.1,322.7,157.7,386.3,10,18.6,169.3,152.5,191.5,72.8,347.2,9.5,107.8,23.4,81,177.9,1.2,2.2,34,2.6,5.8,2,2.2,5.6
02/11/2020 00:00:00,271.4,210.4,218.1,122.3,364.9,44.2,29.9,41,6,77.9,321.8,154.9,382.6,10,18.6,179.4,150.4,183.5,72.7,336.3,9.5,101.6,22.6,79.7,161.8,1,2.1,30.9,2.3,5.6,1.7,2,5.2
03/11/2020 00:00:00,270,199.5,201.3,119.6,377.9,42.2,25,43,5.6,79,305.1,157.1,367.1,10.5,17.3,175.1,147.3,172.9,65.4,317.2,8.7,83.7,21.5,80.6,144.9,0.8,2.2,26.8,2.4,5.9,1.4,2.1,4.3
04/11/2020 00:00:00,124.3,117.9,213.8,72,311.1,34.1,24.9,44.5,3.3,99,359.3,205.9,477.1,12,17.3,195.1,218.5,243.7,84.7,342.7,8,75.7,22.8,81.3,145.8,1.1,2,18,2.3,4.9,1.5,1.9,2.6
05/11/2020 00:00:00,124.4,124,216.6,75,320.1,35.6,24.7,45.4,3.5,99.6,366.9,206.3,485.9,12,17.6,195.8,225.3,247.8,85.3,350.4,8.4,83,24.3,95.3,168.7,1.3,2,19.8,2.1,5.3,1.7,1.9,2.4
01/12/2020 00:00:00,130.8,126,220.4,77.3,322.8,36.5,25.4,45.4,3.6,100.4,370.5,208.1,494.1,12,18.1,196.5,227.7,248.6,86.4,357.3,8.5,82.9,26.3,105.7,172.6,1.4,2.1,20.4,2.1,5.4,1.8,2,2.4
02/12/2020 00:00:00,129.4,127.3,218.4,81.3,331.4,37,25.8,45.2,3.7,101.8,377.4,209.8,492.8,12,18.2,197.6,219.5,246.5,84.7,356.9,8.5,85,25.2,112.3,174.4,1.5,2.1,23.3,2.4,5.4,1.6,2.1,3.3
03/12/2020 00:00:00,132.1,129.7,205.6,85.6,336.7,37.8,26.2,45.2,4,103,379.8,205.2,472.8,12,18.4,197.3,212.5,242.8,83.9,355.1,8.7,85.4,24,113,169.8,1.4,2.1,21.7,2.3,5.4,1.5,2,3.6
04/12/2020 00:00:00,132.1,128.4,207,83.9,334.6,38.2,27,43,4,101.8,377.2,203.3,475.3,12,18.2,186.1,207.2,226.7,85.1,353.5,8.6,70,19.3,111.6,145.5,1.2,2,24.2,2.5,5.7,1.6,2,3.3
05/12/2020 00:00:00,120.4,111.2,201.4,83.6,287.3,35.2,24.3,42.6,3.5,102.4,362.5,200.1,470.5,12,18.4,181.9,197,218.6,78.7,323.7,7.9,61.7,17.7,95.1,110.4,1.2,2.1,20.3,2.5,5.8,1.6,2.1,3.3